3	0.392206	0.93676
3	0.402272	0.70577
3	0.194553	0.27765
3	0.40669	0.792263
3	0.315971	1.00432
3	0.360707	0.330203
3	0.389772	0.676597
3	0.2887	0.656857
3	0.399714	0.7547
3	0.329702	0.79842
3	0.409787	0.644337
3	0.421255	0.50814
3	0.303047	0.454733
3	0.38009	0.82782
3	0.163089	0.36697
3	0.353318	0.91445
3	0.3273	0.749973
3	0.428984	0.78016
3	0.389007	0.33998
3	0.390335	0.561993
3	0.300407	0.621373
3	0.364035	0.505923
3	0.341429	0.829743
3	0.381427	0.970073
3	0.46496	0.797037
3	0.407265	1.06096
3	0.416187	0.90203
3	0.219421	0.307233
3	0.431698	0.818707
3	0.381065	0.63829
3	0.305809	0.684547
3	0.326979	0.68599
3	0.48039	0.518653
3	0.351259	0.783417
3	0.326429	0.608183
3	0.216613	0.25647
3	0.414601	0.656887
3	0.278602	0.63084
3	0.358143	0.59935
3	0.293172	0.56329
3	0.284695	0.847347
3	0.348741	0.51948
3	0.346738	0.90109
3	0.271475	0.78564
3	0.389547	0.968503
3	0.387311	0.858827
3	0.229812	0.32963
3	0.419358	0.755653
3	0.327121	0.751417
3	0.336536	0.471423
3	0.349427	0.7054
3	0.316141	0.52163
3	0.341402	1.07882
3	0.243471	0.304297
3	0.135689	0.415183
3	0.348659	0.565317
3	0.414125	0.882387
3	0.415193	0.744187
3	0.396695	1.17207
3	0.394764	0.70268
3	0.321767	0.78659
3	0.387427	0.80375
3	0.384439	0.55626
3	0.492078	0.661153
3	0.424502	0.63665
3	0.38595	0.701877
3	0.317592	0.842377
3	0.208351	0.66833
3	0.448064	0.93887
3	0.48771	0.959483
3	0.399426	0.708897
3	0.258224	0.538027
3	0.268876	0.736827
3	0.418314	0.512233
3	0.285992	0.57419
3	0.268352	0.382347
3	0.255576	0.567567
3	0.31453	0.761293
3	0.389229	0.842153
3	0.329786	0.500013
3	0.341883	0.478877
3	0.453474	0.80449
3	0.293097	0.849673
3	0.441759	0.937037
3	0.457326	0.591287
3	0.271974	0.82908
