1	0.416667
2	0.729167
3	0.592448
4	0.72436
5	0.598987
6	0.720604
7	0.604001
8	0.717551
9	0.608014
10	0.714999
11	0.611327
12	0.712819
13	0.614124
14	0.710927
15	0.616529
16	0.709263
17	0.618627
18	0.707783
19	0.620479
20	0.706454
21	0.62213
22	0.705253
23	0.623614
24	0.704159
25	0.624957
26	0.703157
27	0.626182
28	0.702235
29	0.627304
30	0.701381
31	0.628337
32	0.700589
33	0.629292
34	0.699851
35	0.630179
36	0.69916
37	0.631006
38	0.698513
39	0.631778
40	0.697903
41	0.632503
42	0.697329
43	0.633184
44	0.696786
45	0.633825
46	0.696272
47	0.634432
48	0.695784
49	0.635005
50	0.695321
51	0.635549
52	0.694879
53	0.636066
54	0.694458
55	0.636559
56	0.694055
57	0.637028
58	0.69367
59	0.637475
60	0.693301
61	0.637904
62	0.692948
63	0.638313
64	0.692608
65	0.638706
66	0.692282
67	0.639083
68	0.691968
69	0.639445
70	0.691665
71	0.639794
72	0.691373
73	0.640129
74	0.691092
75	0.640452
76	0.69082
77	0.640763
78	0.690557
79	0.641064
80	0.690303
81	0.641355
82	0.690057
83	0.641635
84	0.689818
85	0.641907
86	0.689587
87	0.64217
88	0.689363
89	0.642425
90	0.689145
91	0.642672
92	0.688934
93	0.642912
94	0.688729
95	0.643145
96	0.688529
97	0.643371
98	0.688335
99	0.64359
100	0.688146
1	0.666667
2	0.666667
3	0.666667
4	0.666667
5	0.666667
6	0.666667
7	0.666667
8	0.666667
9	0.666667
10	0.666667
11	0.666667
12	0.666667
13	0.666667
14	0.666667
15	0.666667
16	0.666667
17	0.666667
18	0.666667
19	0.666667
20	0.666667
21	0.666667
22	0.666667
23	0.666667
24	0.666667
25	0.666667
26	0.666667
27	0.666667
28	0.666667
29	0.666667
30	0.666667
31	0.666667
32	0.666667
33	0.666667
34	0.666667
35	0.666667
36	0.666667
37	0.666667
38	0.666667
39	0.666667
40	0.666667
41	0.666667
42	0.666667
43	0.666667
44	0.666667
45	0.666667
46	0.666667
47	0.666667
48	0.666667
49	0.666667
50	0.666667
51	0.666667
52	0.666667
53	0.666667
54	0.666667
55	0.666667
56	0.666667
57	0.666667
58	0.666667
59	0.666667
60	0.666667
61	0.666667
62	0.666667
63	0.666667
64	0.666667
65	0.666667
66	0.666667
67	0.666667
68	0.666667
69	0.666667
70	0.666667
71	0.666667
72	0.666667
73	0.666667
74	0.666667
75	0.666667
76	0.666667
77	0.666667
78	0.666667
79	0.666667
80	0.666667
81	0.666667
82	0.666667
83	0.666667
84	0.666667
85	0.666667
86	0.666667
87	0.666667
88	0.666667
89	0.666667
90	0.666667
91	0.666667
92	0.666667
93	0.666667
94	0.666667
95	0.666667
96	0.666667
97	0.666667
98	0.666667
99	0.666667
100	0.666667
1	0.75
2	0.5625
3	0.738281
4	0.579666
5	0.73096
6	0.589973
7	0.725715
8	0.597158
9	0.721681
10	0.602573
11	0.718436
12	0.606857
13	0.715745
14	0.610362
15	0.71346
16	0.613304
17	0.711487
18	0.61582
19	0.709757
20	0.618006
21	0.708224
22	0.619929
23	0.706851
24	0.621637
25	0.705613
26	0.62317
27	0.704488
28	0.624555
29	0.703458
30	0.625814
31	0.702513
32	0.626966
33	0.701639
34	0.628025
35	0.700829
36	0.629004
37	0.700074
38	0.629911
39	0.699369
40	0.630755
41	0.698709
42	0.631544
43	0.698088
44	0.632283
45	0.697504
46	0.632977
47	0.696951
48	0.63363
49	0.696429
50	0.634247
51	0.695933
52	0.634831
53	0.695462
54	0.635384
55	0.695014
56	0.635909
57	0.694586
58	0.636409
59	0.694178
60	0.636885
61	0.693788
62	0.637339
63	0.693414
64	0.637773
65	0.693056
66	0.638188
67	0.692712
68	0.638586
69	0.692382
70	0.638968
71	0.692064
72	0.639335
73	0.691758
74	0.639687
75	0.691463
76	0.640026
77	0.691178
78	0.640353
79	0.690903
80	0.640668
81	0.690638
82	0.640972
83	0.690381
84	0.641266
85	0.690132
86	0.641549
87	0.689891
88	0.641824
89	0.689658
90	0.642089
91	0.689432
92	0.642347
93	0.689212
94	0.642596
95	0.688999
96	0.642838
97	0.688792
98	0.643073
99	0.68859
100	0.643301
1	0.666667
2	0.666667
3	0.666667
4	0.666667
5	0.666667
6	0.666667
7	0.666667
8	0.666667
9	0.666667
10	0.666667
11	0.666667
12	0.666667
13	0.666667
14	0.666667
15	0.666667
16	0.666667
17	0.666667
18	0.666667
19	0.666667
20	0.666667
21	0.666667
22	0.666667
23	0.666667
24	0.666667
25	0.666667
26	0.666667
27	0.666667
28	0.666667
29	0.666667
30	0.666667
31	0.666667
32	0.666667
33	0.666667
34	0.666667
35	0.666667
36	0.666667
37	0.666667
38	0.666667
39	0.666667
40	0.666667
41	0.666667
42	0.666667
43	0.666667
44	0.666667
45	0.666667
46	0.666667
47	0.666667
48	0.666667
49	0.666667
50	0.666667
51	0.666667
52	0.666667
53	0.666667
54	0.666667
55	0.666667
56	0.666667
57	0.666667
58	0.666667
59	0.666667
60	0.666667
61	0.666667
62	0.666667
63	0.666667
64	0.666667
65	0.666667
66	0.666667
67	0.666667
68	0.666667
69	0.666667
70	0.666667
71	0.666667
72	0.666667
73	0.666667
74	0.666667
75	0.666667
76	0.666667
77	0.666667
78	0.666667
79	0.666667
80	0.666667
81	0.666667
82	0.666667
83	0.666667
84	0.666667
85	0.666667
86	0.666667
87	0.666667
88	0.666667
89	0.666667
90	0.666667
91	0.666667
92	0.666667
93	0.666667
94	0.666667
95	0.666667
96	0.666667
97	0.666667
98	0.666667
99	0.666667
100	0.666667
1	0.416667
2	0.729167
3	0.592448
4	0.72436
5	0.598988
6	0.720604
7	0.604001
8	0.717551
9	0.608014
10	0.714999
11	0.611327
12	0.712819
13	0.614124
14	0.710927
15	0.616529
16	0.709263
17	0.618627
18	0.707783
19	0.620479
20	0.706454
21	0.62213
22	0.705253
23	0.623614
24	0.704159
25	0.624957
26	0.703157
27	0.626182
28	0.702235
29	0.627304
30	0.701381
31	0.628337
32	0.700589
33	0.629292
34	0.699851
35	0.630179
36	0.69916
37	0.631006
38	0.698513
39	0.631778
40	0.697903
41	0.632503
42	0.697329
43	0.633184
44	0.696786
45	0.633825
46	0.696272
47	0.634432
48	0.695784
49	0.635005
50	0.695321
51	0.635549
52	0.694879
53	0.636066
54	0.694458
55	0.636559
56	0.694055
57	0.637028
58	0.69367
59	0.637475
60	0.693301
61	0.637904
62	0.692948
63	0.638313
64	0.692608
65	0.638706
66	0.692282
67	0.639083
68	0.691968
69	0.639445
70	0.691665
71	0.639794
72	0.691373
73	0.640129
74	0.691092
75	0.640452
76	0.69082
77	0.640763
78	0.690557
79	0.641064
80	0.690303
81	0.641355
82	0.690057
83	0.641635
84	0.689818
85	0.641907
86	0.689587
87	0.64217
88	0.689363
89	0.642425
90	0.689145
91	0.642672
92	0.688934
93	0.642912
94	0.688729
95	0.643145
96	0.688529
97	0.643371
98	0.688335
99	0.64359
100	0.688146
